年齢,性別,身長,体重,今の時間帯,空いた時間,食べたカロリー,これから食べるカロリー,食べれたか
32,女性,167.20436784848286,55.65847086676854,2023-08-25 03:35:20,10.929884395145706,1012.9360215338976,644.341641651492,0
50,男性,167.32289931514524,69.11783567298059,2023-08-25 13:27:55,15.929820854545927,1674.075527932086,148.27258080151907,0
57,男性,151.68296545349443,45.73569194309035,2023-08-25 08:47:02,17.15780446650779,616.721531601015,768.7099528566614,0
50,女性,151.25792008434487,78.07090997817551,2023-08-25 06:05:36,12.117441561721282,646.5873978554656,1065.5395450925869,0
48,女性,189.13217100430188,56.28223180319441,2023-08-25 19:24:16,4.538614755875383,45.6200795837251,1226.9559349031388,1
31,男性,162.48172686135476,54.14787774604348,2023-08-26 00:22:10,6.350846826820675,1409.2217042430389,239.5711049857514,1
49,男性,164.41607982636043,62.15597472963303,2023-08-25 03:38:52,16.8392160320666,163.76301899980675,2527.497210853085,0
42,女性,165.62814434949348,83.96123648399245,2023-08-25 06:34:30,6.5083915784379975,897.4016361619807,1249.2974630865658,0
53,男性,188.1944792535289,66.57292435026469,2023-08-25 10:56:37,7.811740130110346,736.6472654651061,1306.8772236163404,0
71,女性,184.1309159964476,52.86466695156032,2023-08-25 10:43:18,10.600020458406298,747.9698519724565,494.1831848810452,1
31,男性,182.3063188552786,71.09975567035956,2023-08-25 07:33:58,11.217484872965109,550.6354859537371,1594.2077768323998,0
54,男性,178.06260982429689,54.95997850737171,2023-08-25 15:24:54,5.660389235247522,1210.5548189214805,661.1987012795939,0
71,男性,172.28116463863446,46.6168311883054,2023-08-25 02:07:02,4.5298549554064085,963.9346442475178,346.83376333342125,1
74,男性,188.3902447714198,70.82523913118264,2023-08-25 11:51:36,15.017695824718615,502.24232198589704,2522.3455058408,0
56,男性,186.14113622416502,64.35553052232787,2023-08-25 01:18:51,2.9493272318908956,188.69091716456748,1214.629404804229,1
38,女性,171.23340730488476,58.1419813790539,2023-08-25 15:51:24,9.608721059650959,1167.6529787741274,582.3641515821165,0
30,男性,158.70466119253618,74.775120262424,2023-08-25 07:01:31,2.3627955467586608,1473.9990914027346,366.25082819675805,1
27,男性,154.17447895763053,63.74964038105734,2023-08-25 20:58:19,10.786926511494645,897.7842673985682,794.9289054765728,1
53,男性,166.234608664341,67.68616789859654,2023-08-25 07:51:14,16.628285076042296,60.57408023596138,1577.878269059301,1
45,男性,167.68790286365612,86.57964493689886,2023-08-25 06:11:10,2.4807991725659155,516.4485722561865,780.7414896195071,1
37,女性,165.30711511121802,66.21086203598036,2023-08-25 09:36:49,2.867920020620427,875.9266381680529,523.1924682862158,1
51,男性,162.94194451410343,83.52232650305821,2023-08-25 20:09:23,3.276762538459098,1479.0355308859887,430.2675621692113,1
20,女性,181.14557577957865,87.5334704414932,2023-08-25 08:34:37,15.73750867187832,1110.3247036320827,1247.809237135585,0
47,女性,183.12922345263001,71.08434434192085,2023-08-25 12:09:35,8.476483694246097,387.1577433603094,1475.7220811206028,0
72,男性,185.3971047381815,53.80798977900399,2023-08-25 08:42:58,4.706526387984702,493.46176171275533,663.8958398218413,1
37,男性,162.56437925031258,62.995885566656284,2023-08-25 18:58:03,15.615315889622998,513.8954854455493,1216.886732291904,1
24,女性,150.91433163933326,85.37233222222413,2023-08-26 00:01:16,13.15939321663928,1162.3882339550132,861.856079665498,0
64,女性,152.84826698990437,79.58790451021945,2023-08-25 06:19:11,18.30161765107507,1001.3201865783989,651.3342651078366,0
29,女性,161.97448445626273,47.76256993363726,2023-08-25 17:58:35,15.105962353528783,1295.9218802720316,135.97929196735862,0
20,女性,165.07350208226788,71.91901005738522,2023-08-25 15:55:21,3.1414968576976374,947.7849396764958,650.7678896266063,1
49,男性,152.49322738669426,45.54565647797147,2023-08-25 16:55:44,2.200683247083262,174.9808939846414,1035.034918765921,1
79,女性,185.64154420771774,67.67539046728733,2023-08-25 11:07:17,14.06957283051181,1122.0971777491384,415.3954091699573,0
41,男性,150.73906024246944,68.51457455515227,2023-08-25 21:47:30,7.792416409961018,785.5305748123234,703.3803070372239,1
78,男性,174.09150601100112,76.86472180040387,2023-08-25 01:21:08,14.042532557972898,1383.0065586694993,410.0147998428056,0
71,女性,156.41771116143485,78.18515578148022,2023-08-25 09:39:51,13.205860981725644,1003.7958561634669,624.5105624818606,0
58,女性,167.92170421780162,68.3441999307361,2023-08-25 06:52:15,17.131774899661064,1140.305434971316,585.3442349590914,0
44,女性,176.5907329193313,49.75371550315828,2023-08-25 22:10:03,17.427986248348144,1447.1358949018186,18.69323364191788,0
32,女性,153.2870259556759,49.6406852261084,2023-08-25 06:13:01,18.29188873008277,178.11077049130762,1292.9422516526315,0
57,女性,173.8449977170734,63.72546057939928,2023-08-25 18:48:19,4.156796248372069,1159.3381720328962,291.9272380227895,1
21,男性,163.54884155406307,73.37276681079793,2023-08-25 16:01:44,17.258301072066395,1249.7073986222892,1173.7425010854545,0
36,女性,175.97773828149764,49.93401538649454,2023-08-25 20:04:01,15.655814400576414,254.76864490016618,1364.1654327787226,0
42,女性,150.9758871231197,84.06770838219964,2023-08-25 17:07:21,11.936923771626212,1127.6531320982776,772.6283084930517,0
78,女性,150.69205177351876,74.53584238255573,2023-08-25 05:21:54,15.371262847748708,1347.5703865445726,21.695865745495983,0
34,男性,159.97387717750473,53.734215283759106,2023-08-25 20:41:41,18.335055725177543,538.3717868429613,982.8681424767567,1
20,男性,151.42972906225424,72.68835984017693,2023-08-25 02:16:30,14.433181934538677,776.4981038144145,1074.2650527348778,1
27,女性,174.2723118006969,80.4251610909382,2023-08-25 02:44:02,10.91433518463882,1005.4098468120906,996.4508353976232,0
74,女性,158.52420092150254,55.637792166804424,2023-08-25 02:11:10,1.962392491138225,833.9723363374987,-364.0396406291253,1
58,女性,162.41543468628763,74.15844702940296,2023-08-25 04:43:20,5.783261008249,1304.596266492042,414.20264851370706,0
71,女性,169.57019126921082,45.84858544884164,2023-08-25 19:12:30,2.9681588435387183,253.59784479175843,682.5752371766903,1
21,男性,182.73317555735284,58.232725065948706,2023-08-25 06:50:30,15.905460442679729,1784.509247517666,301.3038091962891,0
35,男性,153.8247310115657,67.41068301451304,2023-08-25 19:59:12,7.126940907435636,292.39068375192903,1779.2429133056705,0
68,女性,184.0626241107043,54.75851079099099,2023-08-25 19:08:30,15.22791862132564,992.5846341344671,773.62107800771,0
68,男性,165.69176063618102,82.08291958223444,2023-08-25 22:29:34,14.038900814043233,549.1931141722769,2195.5578467681303,0
73,男性,157.0831134591443,65.82371118302356,2023-08-25 14:04:20,14.397578861454745,819.8913800663754,599.0196839939651,1
43,女性,186.17915268678004,81.59809149275162,2023-08-25 13:38:10,15.465802383541964,1910.792780423454,24.488226244506013,0
51,男性,181.99115922055975,80.11979275386281,2023-08-25 15:03:37,13.688470342056513,47.180611912664055,3191.4305514108737,0
25,女性,154.3592904127243,86.13153579582959,2023-08-25 02:33:47,2.21603410928655,1353.5335093638678,516.0662656228361,0
65,男性,170.0360282749583,72.09802632889115,2023-08-25 22:50:38,8.201507883046625,1378.789908383226,440.07083309166603,0
58,女性,156.38402183024172,48.41841558847192,2023-08-25 10:19:01,19.93476810369276,588.0240315164749,782.6078251834747,0
48,女性,178.82787716644512,47.327767613590076,2023-08-25 08:24:39,16.613663122057925,470.4121928329653,1034.7024260625806,0
31,男性,184.89695156619544,88.08826870902762,2023-08-25 03:30:59,14.960700531007017,2199.8202933467405,53.77222043318865,1
57,女性,167.90397600782237,69.26184882438056,2023-08-25 20:43:05,14.505679512437254,1021.8286067412145,818.4943528557845,0
35,女性,187.88742891538087,67.79909817317288,2023-08-25 06:28:34,8.532936202851747,495.69682823739845,1315.008588533261,1
64,男性,150.26815455329296,74.59319412192171,2023-08-25 03:23:01,18.225754201095608,1283.534649426532,387.5298599077958,0
54,女性,188.18451739812204,60.42776391432875,2023-08-25 11:06:43,11.99356457766105,892.2355095556433,1009.2340789034403,0
42,男性,185.54292332272917,48.71214149443775,2023-08-25 02:44:27,9.194127717911881,12.805169104523516,1577.7650986518165,1
58,女性,162.1643328780824,81.73288100033051,2023-08-25 05:04:23,9.922389955977945,577.9236123544962,975.7904609698246,1
55,男性,174.4876577269948,70.8796396662495,2023-08-25 21:53:37,6.182087385398612,24.646171080468058,3094.752498526061,0
28,男性,173.44488769041735,85.67074553994493,2023-08-25 14:17:58,7.225378045239484,1145.337340177476,823.7469014673753,1
66,女性,186.52322470988247,73.51541591440672,2023-08-25 01:33:31,13.075911024070756,1293.428234630688,431.86590060499907,0
75,男性,175.1250163111103,53.526430368781,2023-08-25 16:40:09,1.8457164440786147,404.00424927033947,278.28951970759175,1
26,女性,170.6220880652837,86.24187888079658,2023-08-25 23:44:01,19.016422562946712,1801.3598097536747,229.78568191836825,0
37,女性,166.69142484491144,47.06643521551885,2023-08-25 23:20:58,14.204506104540423,74.96234810377373,1202.2964081516027,1
66,女性,178.61733852743794,81.95615227051698,2023-08-25 16:47:47,1.9844048932485405,607.9103900765392,217.67685056061316,1
39,男性,163.2559698868538,55.440924327301666,2023-08-25 01:27:35,2.1619689065946925,1600.0823401187263,41.16300599202909,1
42,女性,157.22080504033568,75.32412421741466,2023-08-25 21:06:12,14.218936813074464,625.6854481837192,932.3489148228667,1
29,女性,167.7807489466545,78.69952753454092,2023-08-25 03:30:42,19.789420296449627,1700.224475668961,154.44322412358795,0
58,男性,166.83640521615303,85.03832729171485,2023-08-25 02:05:15,7.853135272034927,923.737955715235,2003.7164058359424,0
25,女性,183.69267578549596,52.1430050256989,2023-08-25 09:28:28,1.8557678091887957,1061.497977394463,-637.3334602463187,1
26,男性,178.44935289891447,67.64585766301894,2023-08-25 16:18:32,9.416304401224144,213.8407626840328,2616.0160908715748,0
72,女性,172.91946061834233,61.83699021743608,2023-08-25 01:59:06,19.966970231498134,1182.357822940042,208.89414636046715,1
52,男性,182.31596682089835,50.4842107231189,2023-08-25 05:07:08,11.29836320785721,386.03938795262286,1282.9471132722426,0
31,女性,173.49306308046084,48.852137518901614,2023-08-25 19:50:24,2.734575872936835,880.5902917506077,435.34576746655193,1
47,男性,179.18538345690004,76.01084842168332,2023-08-25 17:44:40,10.494220284406222,1745.3971747169082,369.16861616000045,0
29,男性,154.21408764381823,70.8233720105996,2023-08-25 19:17:05,11.63036415668159,570.2693494026978,2269.5740312769713,0
67,男性,155.51027687433077,75.49956396862363,2023-08-25 18:28:35,18.9590376321656,606.0128422339344,1492.5209309960455,0
25,女性,150.1831051655982,84.9933268724038,2023-08-25 02:33:56,9.5769377014024,470.6937028912334,2064.5765345713576,0
77,男性,150.32816264207503,63.903847058937835,2023-08-25 06:45:12,2.9806000438927716,481.7983413002898,700.8178035781118,1
51,女性,181.775487328658,80.31086859927036,2023-08-25 08:12:23,7.399357390773801,251.84359616761765,2645.256195729715,0
38,女性,179.35713439565308,48.58422164221474,2023-08-25 18:37:44,19.998094460143534,395.5131547088842,1678.3321733088144,0
21,女性,153.3016830201586,64.29855141366164,2023-08-25 07:38:59,10.737451736203676,1172.54197182934,787.8319360132166,0
79,男性,173.47607300779381,70.47175334308469,2023-08-25 17:16:02,11.865326418840484,840.7380369161084,1025.7994971575931,0
25,女性,183.17419256296472,63.32651873685133,2023-08-25 16:33:16,14.37730547009315,1310.1807393786487,621.1043505751251,0
36,男性,187.67504906548615,56.464955312752984,2023-08-26 00:28:56,3.537998023090105,902.1920044175721,896.1133153612733,1
38,女性,152.39391465532262,87.1834582574617,2023-08-25 18:44:54,10.31239677478395,1304.5599195920674,757.7975436618347,0
21,男性,150.95776274078355,75.8730839226419,2023-08-25 12:14:58,9.490325806702984,1411.8873290773392,690.3376256609444,0
34,女性,154.30330143967814,89.1090459618153,2023-08-25 13:49:35,15.527007835688586,1273.2633894660403,568.8435488665276,0
62,男性,152.6884836008659,45.81483027704125,2023-08-25 03:07:51,9.907762592868483,480.6470044159667,1114.6394327236928,0
47,男性,171.47207442989688,82.11885261271334,2023-08-25 12:58:29,6.346290117493147,1913.9389423651378,61.62064489475283,1
51,女性,172.3188804453274,45.685410499156674,2023-08-25 00:06:22,3.616109938293263,274.6370795537798,639.1359722592092,1
28,男性,182.31453825500364,52.853850038823595,2023-08-25 11:31:16,13.269347105162918,1764.2882849852003,136.2247525355524,0
74,男性,166.6016364022768,53.53787662633597,2023-08-25 10:02:27,3.770913441282129,376.7699222660086,736.0493648673921,1
73,男性,167.13461506997444,68.5888510808893,2023-08-25 01:23:40,4.312504808877584,1586.7702341206082,41.227721454706256,1
42,女性,162.0670290453795,85.64077365310854,2023-08-25 02:10:28,19.348378741345037,997.4596081166031,693.6785092968203,1
21,女性,180.72884111746257,86.71635557781507,2023-08-25 06:08:31,18.63359059442523,1944.1454205978048,170.5512719092746,0
51,男性,153.3326893203166,58.14892850860372,2023-08-25 20:00:05,7.273261697933758,620.5405936559,1722.2350877303672,0
63,女性,162.63924808686687,88.17304926841369,2023-08-25 08:44:06,17.621647598265888,1489.0867954579603,313.9003288759948,0
30,男性,186.28274736106124,71.4148070431057,2023-08-25 14:04:36,16.29612652328796,357.8441804875789,1735.7599844778113,0
58,女性,175.06830573438424,48.12748922925477,2023-08-25 15:29:11,13.542231101157684,990.8103533315458,491.29170338908517,0
60,女性,186.8130453486058,51.17480021154029,2023-08-26 00:31:12,8.942011322650625,258.7964117809141,1309.9009854054923,0
34,男性,171.48547797841377,58.676577497911595,2023-08-25 13:30:02,6.128963370622847,1442.0241255599362,296.04055760410444,1
38,男性,155.33640556768697,53.92302890840487,2023-08-25 00:59:14,4.324569754927365,1347.006932149131,152.41023368666745,1
58,女性,185.94225468676277,65.55959295859006,2023-08-25 12:07:21,6.695814296711929,228.40032034653467,1530.6425998802788,0
36,男性,185.29999633923939,73.63174585460708,2023-08-25 15:30:17,17.048569164331575,1696.5309659129616,528.4901149536828,0
47,女性,181.32650683322058,75.81626315246623,2023-08-25 04:31:07,10.661075878997456,543.9831389183151,2249.6028952041493,0
71,男性,179.61278761165366,52.136883951414006,2023-08-25 22:56:02,9.872310796050455,188.98657605393524,1452.3677842924953,0
47,女性,176.12044620447045,50.79708979660501,2023-08-25 15:45:53,8.846726026378724,976.8769867876596,759.3857728424894,0
72,女性,166.04998216757963,61.1301661802361,2023-08-25 12:28:55,19.466025121689988,414.8135441207244,1277.5627557201183,0
43,男性,150.4756287781116,60.886366474699685,2023-08-25 09:52:37,8.398699258740285,1225.0595231378625,351.1272531566577,1
65,男性,151.34981058403085,63.928571225983106,2023-08-25 23:58:30,13.278643408059638,63.343976243028514,1443.352085277033,1
73,男性,177.84369311295578,51.46432267717647,2023-08-25 02:55:08,7.658289929744773,479.72679037716205,1064.2347656899283,0
71,女性,187.37983146074055,83.69071020392137,2023-08-25 20:48:07,3.0952630747025243,1625.5346376272937,85.1897605345492,1
67,男性,186.98410155923406,74.28561166834606,2023-08-25 02:19:32,5.639769323512825,1100.1683895402296,931.0626743615954,0
53,男性,164.45661472309664,61.269504844227065,2023-08-25 19:21:51,8.817711890574111,597.490686648148,1350.231664768413,0
70,女性,174.47262351735054,48.98424728290478,2023-08-25 11:55:58,5.856818477441569,691.3621734126391,571.9722168147971,1
70,女性,182.09051351225187,49.700591171719985,2023-08-25 08:37:07,13.537021186695807,296.56909766607555,1488.1019565073932,0
41,女性,180.26242197503342,51.05167081646901,2023-08-25 07:41:20,18.72056704046294,259.07983383650003,1046.9169001069415,1
59,男性,165.75287731669675,60.88342640851282,2023-08-25 06:16:55,11.351874367484667,1083.2623721042494,479.92082523143483,1
22,男性,179.04469044999718,56.84050153283187,2023-08-25 22:12:32,19.208638394578394,1025.081109375037,1348.1871690105631,0
21,女性,166.42328852477522,47.21834889162955,2023-08-25 04:05:35,10.275869302021306,8.57543434140767,2969.3228576450815,0
51,男性,150.87013178836492,55.30312380260264,2023-08-25 01:48:11,19.21286333908088,184.91962112773007,2092.148612183554,0
20,女性,153.87539530372132,82.97720306792765,2023-08-25 23:09:35,3.8789055339470444,1761.3998458783083,52.8174666424238,1
65,男性,157.9096445950288,76.15885475963562,2023-08-25 13:42:34,1.8604936176381064,581.1966162196911,-71.70417693444887,1
70,女性,162.6899452869431,84.18665348795011,2023-08-25 08:45:33,16.020044074847206,361.963320668201,1167.7799710359811,1
65,男性,179.74562246211607,81.15558126164166,2023-08-25 11:28:14,2.3680048337033726,1144.2359504892465,522.1166089728055,1
55,女性,174.05940212820326,77.22884126641375,2023-08-25 15:41:08,6.679423251763711,831.3194541898395,940.2652158863448,0
22,女性,165.79162492179563,57.73865835683996,2023-08-25 17:30:24,16.258203415855952,1278.903362660835,401.1419171552867,0
37,男性,163.39604056126248,57.72790356948755,2023-08-25 04:29:30,13.309156464777418,571.4961210416933,1659.2906411194447,0
77,男性,187.27079741535982,71.81527355138684,2023-08-25 15:18:09,16.270995402536506,532.2656844214434,2401.1932111122937,0
44,女性,185.96469229368466,74.27433217665752,2023-08-25 23:10:29,3.994335821924826,875.1175675172811,835.7695255938391,1
44,男性,186.58473022575203,78.94646144914522,2023-08-25 11:45:16,14.551696313975782,1446.9346436314647,889.1957516332741,0
75,男性,163.32102463696484,76.7188763912981,2023-08-25 21:11:23,2.141182107203929,780.5536630218381,813.8502045903082,1
32,女性,150.17513352959503,71.69404706894974,2023-08-25 17:14:13,1.2368113205548643,752.8036646497991,-10.957753633033715,1
72,女性,173.44696892373273,72.22319220695525,2023-08-25 02:09:17,13.346577311312956,1054.543861244577,851.5830838569973,0
39,女性,158.7422043173491,88.78127744207224,2023-08-25 09:46:09,1.759973109763758,1013.0460831197626,-211.75909485260132,1
26,男性,181.82173470648982,85.88640480000953,2023-08-25 18:52:32,11.05282453035238,856.2595725527691,1578.7560767213286,0
32,女性,161.14554962450032,46.37810933044348,2023-08-25 19:05:06,2.639601666179138,939.6126637346472,447.21860938969564,0
56,女性,150.64280958293446,58.62843951462362,2023-08-25 07:40:34,18.69795243597059,950.009834739252,438.9365574771471,0
40,男性,164.74520335255045,53.05575867089953,2023-08-25 23:35:01,18.643529207435016,1328.8436249023234,373.2689378277934,0
65,女性,173.65954824684397,88.15003385030815,2023-08-25 09:17:06,18.535359179676895,1548.9264747154075,341.6730323596558,0
71,女性,170.84294401529175,75.98591819754337,2023-08-25 03:22:53,8.74651449613425,1352.9824462382621,225.6006509367247,0
68,男性,150.20554681343415,86.61465064372885,2023-08-25 07:40:35,16.89591936689757,1284.2931536902956,544.0662193404703,0
29,女性,183.13747011621467,59.6034841141822,2023-08-25 05:02:29,10.752965513273129,37.86988584475529,2688.4953341312835,0
73,女性,174.93580618459254,80.00159338689508,2023-08-25 22:20:17,19.225854074359678,865.9977890749244,944.1112332403947,0
26,女性,168.3339875847675,79.93274868720462,2023-08-25 16:10:15,16.466141971195654,1717.4398356004913,324.73342355753726,0
72,男性,188.50871406358442,50.70436618863604,2023-08-25 09:48:35,10.723465642838926,348.0889278456947,1247.7728025403158,1
50,男性,169.51833701685638,59.18466454582277,2023-08-25 16:33:36,9.825561729241258,39.041658464228696,1540.2799144869862,1
26,女性,152.4420951330112,52.63288091509746,2023-08-25 16:37:12,2.361279214663545,1339.087518888842,57.3740207096428,1
79,女性,189.43834504238072,72.95197156571844,2023-08-25 12:41:41,1.9575510628257877,706.9988633281889,-177.85870434996767,1
71,女性,181.78873818130583,72.04313603452864,2023-08-25 20:58:23,1.0409330333564595,988.936188412883,-359.3149106598818,1
32,女性,152.4373605411859,47.49202343625475,2023-08-25 11:32:36,19.511676411949274,177.10718620205233,1528.8343269561474,0
28,男性,153.34206209630523,83.13377420056115,2023-08-25 06:19:40,6.4829802976266695,1077.658234963619,1449.50612219982,0
49,女性,165.75269102147382,51.15256216887235,2023-08-25 16:13:17,12.770420505017418,971.1331128421294,328.31899866323835,1
40,男性,177.49688819026903,85.57063470859305,2023-08-25 02:51:09,9.188960257435308,880.1881326619143,1692.8137640415719,0
55,女性,182.0121043418955,59.62300919916761,2023-08-25 09:15:56,6.755812861773387,253.53342997190657,1258.4822840939275,1
63,男性,173.7751948817928,89.33809791524905,2023-08-25 03:39:22,14.484854108328518,789.0893453356473,1162.924701701248,1
50,男性,166.82463086711854,86.03088597052151,2023-08-25 16:35:10,15.660468880295797,1841.2762437381962,132.3908686787917,1
42,女性,179.98210461346895,88.44689874259043,2023-08-25 03:56:18,19.374896101299836,315.1685214027386,2167.623220294381,0
44,男性,175.17601135503722,77.5453396220932,2023-08-25 17:50:03,1.4449266818977144,651.9268347761995,-145.38605902082824,1
38,男性,181.2632254582722,65.60880983786691,2023-08-25 10:40:03,15.026476125016803,886.4897062082882,1459.230887131917,0
58,女性,151.51264530465502,88.78099231093867,2023-08-25 06:32:54,1.5049697024480317,18.47260079279522,573.7673345213626,1
53,男性,157.3410060901818,73.67559252504508,2023-08-25 13:08:37,10.025952586766747,809.559230475559,1599.7809851254253,0
61,男性,173.75579244848473,79.93494984550307,2023-08-25 20:28:49,16.578223338492148,654.0844219319237,1670.5146072724315,0
48,男性,188.37407467117941,76.41840611679471,2023-08-25 01:18:28,2.5362272376418913,1870.1720965821494,130.37918225987568,1
64,女性,165.42433634074706,82.33626549643463,2023-08-25 20:09:29,7.763808186483213,850.6704261001103,1622.3045964425892,0
53,女性,168.99668904162516,60.39110976751452,2023-08-25 12:57:14,1.3573585276715283,681.0559472415748,-11.461114043314979,1
38,女性,159.43187271121644,61.793027611987874,2023-08-25 02:32:03,19.24816524950764,1046.1671524298486,505.7051832742729,0
30,男性,181.7657617892252,76.63771237957855,2023-08-25 12:26:45,6.996785986847762,1772.0341999841282,675.3518385048573,0
31,男性,159.30029315367915,45.39892743064877,2023-08-25 10:32:55,6.795127981682885,794.9264925742117,653.8918418935876,1
79,男性,186.65223185449582,49.52061922170645,2023-08-25 03:19:07,12.881412815938518,1394.3645871127908,207.05393863500004,0
57,女性,151.9957878243036,88.19404639155255,2023-08-25 05:19:25,12.494585475071895,886.3300633675169,1557.7906747335041,0
75,女性,152.9875068388665,75.70929407272877,2023-08-25 17:20:19,6.542001241588564,647.4558573442962,1006.3115624471997,0
22,男性,152.16600775289757,74.20037588781187,2023-08-25 03:26:02,18.81460797799132,45.30113831633717,1693.9118592423367,1
61,男性,153.19618463250308,63.6319944399977,2023-08-25 15:16:18,3.100168043276865,752.3366516611475,649.980282234451,1
34,男性,177.86671009728647,64.3523552113519,2023-08-25 23:09:32,16.987108911023086,784.5599766840986,2258.859492054557,0
25,女性,173.6055376677969,79.22288490466329,2023-08-25 05:00:40,14.037740182646848,1683.3198838249768,355.25771846725905,0
27,女性,186.37310933918687,53.79093445014004,2023-08-25 04:00:07,8.93970828907637,676.053263762939,1419.219069033271,0
57,女性,189.55678481100568,74.74224169213142,2023-08-25 14:44:06,11.344868872990617,203.7713001039395,2288.257341571948,0
61,男性,189.74879615066752,72.55452998763809,2023-08-25 22:01:37,13.958744712895701,1914.786342272252,23.334524296682975,0
25,男性,159.551619079038,48.464674593725285,2023-08-25 14:30:31,7.688749957377028,136.03465775630906,1394.317015774188,1
69,女性,169.1576563167972,45.340540609511514,2023-08-25 04:46:05,14.781099431664652,365.85892003624804,1114.0449744801072,0
66,男性,175.3663711762732,47.780406137924004,2023-08-25 02:59:44,14.75663143407789,1072.309489273192,339.5339853238332,1
25,女性,163.4611234724926,79.68396029142987,2023-08-25 17:46:32,5.031765206674222,867.4729017404359,982.9579848752419,0
60,男性,155.43328849569505,82.05588194322199,2023-08-25 13:37:47,9.958676693424636,204.27658391946912,2831.2936562525574,0
78,女性,151.51959010506792,48.51881544761573,2023-08-25 19:53:10,3.362183949604171,600.5148776136677,496.76128131331313,0
42,男性,182.99009132690094,65.0454048145687,2023-08-25 02:57:52,5.5069146384148935,1693.2494730618348,273.3009075153934,0
77,女性,175.15081473043136,55.67791771092157,2023-08-25 16:56:05,6.889101987832814,612.0279329242455,915.4142246395272,0
51,男性,173.7697444135012,52.6817573300205,2023-08-25 13:24:50,17.267726285335687,940.9330392153082,1026.1488020137979,0
59,女性,162.09201389042417,75.01027082226074,2023-08-25 19:20:01,7.470278962215774,333.47309785965143,1748.6459344860702,0
78,女性,185.87212122621256,60.098871576050215,2023-08-25 07:29:48,18.529036643557163,1200.3209134382273,358.4156343539493,0
72,女性,169.730634906155,65.90356811645053,2023-08-25 12:47:25,12.900392661009263,628.7999670103572,1220.6229854965381,0
27,女性,160.8192128390899,75.79173989537352,2023-08-25 04:18:57,11.480972173560833,343.1040880621759,1763.2924152343298,0
42,男性,168.8821602294188,58.343494831146096,2023-08-25 11:29:50,11.383174283061496,233.10377707503625,1705.8598214470999,0
75,男性,165.37296857133347,76.24177597636522,2023-08-25 17:37:36,12.183531179009195,499.22678155825844,1798.861053762421,0
77,女性,174.93610795879238,85.58876056325879,2023-08-25 17:25:20,12.372599955835637,1056.7652098533006,567.7961608737148,1
35,女性,165.9581174967637,82.78457670473017,2023-08-25 07:52:46,14.14003955209824,1807.5557584260723,36.78511997094007,0
78,男性,158.99399482532147,89.44660023865123,2023-08-25 05:44:34,9.365787149059543,1274.4682525603769,398.88579528488214,1
43,女性,185.2563452774134,76.08152643912544,2023-08-25 03:45:20,8.148199285236556,88.37728142534118,2652.514954924033,0
71,女性,168.70913690658983,51.40847079262349,2023-08-25 05:10:51,2.3868557022245724,21.641052440179294,780.570766005376,1
47,男性,171.41359857324974,59.293426099833155,2023-08-25 09:35:39,6.9352393440489815,1115.8950529538588,524.3837783017655,1
44,男性,171.55455467371766,80.81157866757674,2023-08-25 10:15:33,12.254513621831592,1959.6768322469318,56.3131124497045,0
62,男性,179.42368556582213,73.75474162617355,2023-08-25 06:29:02,9.353432105729432,1641.1120409228786,352.741871477637,0
25,男性,153.09334897549851,88.15195164709323,2023-08-25 17:29:47,3.939206221208064,1141.6333093951187,529.528317909069,1
78,男性,182.90499743850373,78.53068816172389,2023-08-25 11:55:28,3.566945585224083,1009.7472331871742,638.6907699785339,1
30,男性,189.74638300554727,47.99750134697908,2023-08-25 16:02:50,6.120969131166157,1037.0560889524388,1153.620802309115,0
72,男性,152.2179666532346,89.49955746772878,2023-08-25 21:46:23,4.002115250384034,1530.3028187231994,225.36572281823817,1
64,男性,160.1303744651335,66.35750396700203,2023-08-25 06:30:19,7.683461076482861,1096.3244542373254,636.0661302767106,0
32,男性,153.92135885228672,66.57659070903284,2023-08-25 15:36:33,7.284553885965377,717.0925005737389,1372.2709673538882,0
26,女性,166.89142843329194,81.6765216891136,2023-08-25 02:48:28,1.2529861186221725,601.1629561017878,-3.025636948537567,1
41,男性,158.90489885939382,67.83799761149676,2023-08-25 08:54:04,4.096452650465158,1300.9389151606877,362.8226872454887,1
64,男性,173.66360741237057,80.12994301399618,2023-08-25 03:00:28,5.295243198982812,167.13310322207136,3398.8922363721945,0
54,女性,170.0621204742343,71.666750162407,2023-08-25 13:47:17,15.31766362071288,1165.3338934191058,769.4489426633843,0
52,女性,156.70318130037802,89.34286475879811,2023-08-25 19:40:12,10.6564317629235,1627.483740211392,131.1859118698661,0
41,女性,180.55154706039585,85.52355556270429,2023-08-25 16:30:11,9.802527639842113,412.1087850765005,1164.9953535304346,1
77,男性,171.25462852824236,77.56286029396885,2023-08-25 20:23:11,18.778275781248464,1265.8718561849778,544.9394330007034,0
79,男性,180.49969792995373,47.488584386808924,2023-08-25 14:34:51,10.711622840715993,387.6108178357219,1445.0709775383757,0
26,女性,181.7765120830507,84.26592447803647,2023-08-25 12:13:50,19.67647876117601,1426.0101386473489,871.6292803763239,0
25,女性,171.86873821940594,79.31944346162099,2023-08-25 18:51:28,2.934511338653127,19.9706398154182,1413.682874966976,1
45,男性,168.23210564207346,71.93918960804213,2023-08-25 02:23:10,8.492906288132883,332.7920733640283,2009.0638587596407,0
